gene_name,TCGA-P8-A5KC-01,TCGA-P8-A5KD-01,TCGA-P8-A6RX-01,TCGA-P8-A6RY-01,TCGA-PR-A5PF-01,TCGA-PR-A5PG-01,TCGA-PR-A5PH-01,TCGA-QR-A6GO-01,TCGA-QR-A6GT-01,TCGA-QR-A6GU-01,TCGA-QR-A6GZ-01,TCGA-QR-A6H2-01,TCGA-QR-A70W-01,TCGA-QT-A5XJ-01,TCGA-QT-A5XK-01,TCGA-QT-A5XL-01,TCGA-QT-A5XM-01,TCGA-QT-A5XN-01,TCGA-QT-A5XO-01,TCGA-QT-A5XP-01,TCGA-QT-A69Q-01,TCGA-QT-A7U0-01,TCGA-RT-A6Y9-01,TCGA-RT-A6YA-01,TCGA-RT-A6YC-01,TCGA-RW-A67V-01,TCGA-RW-A67X-01,TCGA-RW-A680-01,TCGA-RW-A681-01,TCGA-RW-A685-01,TCGA-RW-A688-01,TCGA-RW-A689-01,TCGA-RW-A68A-01,TCGA-RW-A68B-01,TCGA-RW-A68C-01,TCGA-RW-A68D-01,TCGA-RW-A68F-01,TCGA-RW-A68G-01,TCGA-RW-A8AZ-01,TCGA-RX-A8JQ-01,TCGA-S7-A7WL-01,TCGA-S7-A7WM-01,TCGA-S7-A7WN-01,TCGA-S7-A7WP-01,TCGA-S7-A7WQ-01,TCGA-S7-A7WR-01,TCGA-S7-A7WU-01,TCGA-S7-A7WV-01,TCGA-S7-A7WW-01,TCGA-S7-A7WX-01,TCGA-S7-A7X0-01,TCGA-S7-A7X1-01,TCGA-S7-A7X2-01,TCGA-SA-A6C2-01,TCGA-SP-A6QH-01,TCGA-SP-A6QJ-01,TCGA-SR-A6MQ-01,TCGA-SR-A6MX-01,TCGA-SR-A6MY-01,TCGA-SR-A6MZ-01,TCGA-TT-A6YN-01,TCGA-W2-A7HC-01,TCGA-W2-A7HF-01,TCGA-WB-A80Q-01,TCGA-WB-A814-01,TCGA-WB-A815-01,TCGA-WB-A817-01,TCGA-WB-A818-01,TCGA-WB-A819-01,TCGA-WB-A81G-01,TCGA-WB-A81M-01,TCGA-WB-A81P-01,TCGA-WB-A81S-01,TCGA-WB-A81T-01,TCGA-WB-A81V-01,TCGA-WB-A81W-01
ADCY6,4.1392,4.1343,3.4674,3.1669,2.982,3.5559,4.0523,2.8502,3.6077,4.0884,3.1765,3.3307,2.9148,4.3046,2.9128,3.9883,3.2959,3.1685,3.7291,2.8897,3.2692,3.741,2.6602,2.6348,2.9109,2.4306,2.5731,2.2082,3.7877,3.3717,3.9384,2.8361,3.3911,3.6691,3.0927,3.5498,3.7432,1.9931,3.3731,3.6301,2.77,3.5621,3.5073,2.8219,3.0533,3.5803,3.8054,3.3647,3.0859,3.4674,4.2488,3.1971,3.5851,3.9403,4.0331,3.1426,4.2631,4.1169,3.8279,3.7061,3.8954,3.6737,3.9166,2.2082,3.2796,1.3679,3.5669,3.5682,3.5337,4.018,4.1269,4.2041,3.8954,3.8431,3.1028,3.5399
ADCY7,-0.2671,2.5828,-0.5332,-1.1811,-0.013,0.2998,0.0158,-0.3752,0.6969,0.6699,-0.6873,-2.8262,-1.3548,-0.3201,1.0847,0.2881,1.6327,-0.6873,-0.1031,-0.6193,0.0718,0.5568,-0.3201,-1.0559,0.4016,1.6234,-0.1031,-2.3884,-3.6259,-0.8084,-1.0262,-0.394,-1.4305,-1.5522,-1.4305,1.3623,-1.7322,-1.4699,-0.3752,1.8282,-0.7346,1.2394,1.6466,-0.3201,0.3796,-0.3022,-0.1345,1.9149,0.2154,-0.1187,1.1382,0.2029,0.0854,-0.9686,-1.7322,0.4016,2.2482,-0.5543,0.7321,1.4652,-0.4131,0.7146,0.1903,0.099,0.517,-0.8339,0.605,0.6332,0.8246,-0.6416,-2.7274,0.4447,1.1577,1.4388,-1.2481,1.0503
ADCY8,-6.5064,-3.3076,-2.2447,-5.0116,-0.5973,-9.9658,-5.5735,-4.035,-9.9658,-4.6082,-5.5735,-9.9658,-6.5064,4.0207,-9.9658,-9.9658,-9.9658,-2.5479,-3.6259,1.2271,-9.9658,-9.9658,-2.0529,-5.5735,1.4808,-9.9658,-4.2934,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-5.0116,-4.035,-6.5064,-1.1811,-2.6349,-5.0116,-3.6259,-2.8262,-4.035,-0.3383,-9.9658,-4.2934,-9.9658,-0.3383,-9.9658,-2.3147,0.2762,-5.5735,-9.9658,-4.6082,-3.6259,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-5.5735,-3.816,-6.5064,-5.5735,-2.2447,-5.0116,-2.1779,-9.9658,-4.6082
ADCY9,2.0147,2.7931,1.3109,1.787,1.8078,2.4117,2.1345,1.7053,2.5313,2.236,1.4011,1.3109,1.8404,2.376,2.8076,2.5163,2.6232,1.9895,2.5338,1.0642,1.1577,1.9264,2.2753,0.2029,1.7273,0.8647,1.4962,1.8918,2.6556,0.9038,2.0569,1.4388,2.6185,2.5511,1.6281,2.2175,1.5806,0.8961,2.2421,2.6579,1.8604,1.614,1.6964,2.1766,1.2815,2.609,2.2175,1.884,2.0638,2.299,2.1925,1.0779,2.2391,2.4623,2.5972,1.7185,3.453,2.8916,2.4597,2.2723,2.5585,2.1734,2.4252,1.7995,1.642,1.7954,2.4544,2.3193,2.3106,2.4623,2.7931,2.7868,2.1047,2.6556,1.2085,2.4908
ADCYAP1,4.677,5.7485,-1.9379,-1.5951,8.0096,-1.8314,-1.9942,7.2102,-4.6082,-2.4659,-0.8863,6.6231,4.991,5.6433,3.2389,-2.3884,6.76,2.4225,-3.816,7.0764,-3.0469,-5.0116,-0.0877,0.9935,3.1572,-2.8262,0.8568,-3.816,-2.9324,2.1894,4.2758,6.7706,0.8726,7.6447,0.7916,-2.9324,-4.6082,-3.458,8.2856,-0.1993,-2.8262,6.0108,4.6899,0.4125,-2.114,3.4264,-6.5064,1.614,-3.816,1.3454,-3.6259,-1.1172,3.871,-4.6082,-3.816,5.7745,5.0488,-4.2934,6.0332,2.874,5.3056,3.5523,-1.1172,4.6525,-5.5735,-4.035,-2.6349,7.5382,6.9134,-0.9686,0.2762,-1.5951,1.4962,7.7779,5.0781,3.3925
ADCYAP1R1,3.1876,3.3307,6.203,3.8451,4.1692,3.1637,5.0045,2.8562,4.6747,3.9746,4.2373,4.0799,-1.0559,1.0847,3.0181,4.7464,4.3855,4.0567,4.3841,3.8561,5.537,4.5217,4.9769,2.8076,0.7832,2.6208,4.1506,4.1883,4.9458,3.8064,5.0721,2.4359,1.3567,3.7259,4.5485,3.8391,3.8208,3.0074,-1.9379,2.5876,5.916,3.6207,0.8164,4.6212,4.7044,5.1997,4.4654,3.5863,4.3335,3.1685,3.9746,5.5274,3.3993,-0.4325,2.6418,2.5388,4.1986,5.2338,3.6136,3.2959,5.4456,3.6827,4.6282,-0.8339,3.7389,4.0884,3.3952,3.7773,4.864,4.2457,4.89,2.1114,2.8341,3.6393,2.9911,3.3464
ADGRB1,3.5337,-2.5479,3.6612,2.6533,2.6579,0.5568,4.1923,4.0653,-3.1714,2.7572,1.8282,3.5694,3.7215,4.001,3.7667,1.6045,3.1212,-1.2828,-1.5951,3.0181,1.9149,2.9618,4.5299,-1.3921,3.8886,3.6428,2.3898,-4.2934,2.6138,2.9032,1.412,3.4804,0.605,3.6827,2.2452,3.162,-4.2934,3.7006,3.6077,3.3047,-0.1345,2.036,2.5658,-2.3884,-1.1172,1.7744,3.9327,-0.4325,4.3506,3.402,3.3717,2.0946,3.4504,3.5608,-0.6643,2.8916,-1.9379,-2.4659,-2.6349,1.0363,2.5188,1.3454,0.3115,0.2762,2.7292,1.7009,-0.7346,1.7009,3.5461,2.4492,3.1311,4.0348,0.2881,3.5199,-0.9132,4.182
ADIPOQ,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,1.9859,-6.5064,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-1.8314,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658
ADIPOR1,6.2211,6.5244,6.4239,6.0253,6.8234,6.8044,6.7355,6.8802,6.339,6.5165,5.9876,5.9432,6.0237,6.2572,6.5035,6.3454,6.3965,6.8325,6.7373,6.6693,6.3892,6.8261,6.2614,6.2046,6.3512,5.9324,6.2095,6.4023,6.219,6.1359,6.3413,6.9125,6.5961,6.5549,6.2184,6.2968,6.5381,5.6044,6.3047,6.8964,7.3837,6.61,6.5322,6.6812,6.0099,6.6982,6.3751,5.7764,5.9143,6.5856,6.5284,6.1569,6.542,6.5794,5.441,6.5057,6.7021,6.3147,6.6547,6.6502,6.619,6.6572,6.5793,6.0811,6.4833,6.852,6.3966,6.6199,6.6953,6.9476,6.6016,6.5146,6.631,6.51,6.5359,6.709
ADIPOR2,4.425,3.9478,4.0773,3.2541,4.859,4.222,4.5261,3.9412,4.061,3.9774,3.6691,3.8739,3.3828,4.1119,3.9838,3.8591,3.9589,4.6651,4.1587,4.1069,4.2646,3.7836,3.9783,3.5047,4.0841,3.1637,3.8187,3.6172,4.1836,3.9571,3.9956,4.0977,4.0567,3.8729,4.0858,4.2358,3.6347,4.0251,3.551,3.8105,3.9673,3.5935,3.8431,3.945,3.6994,4.3075,3.6393,3.6994,3.906,4.1636,3.9865,4.0348,4.0926,3.7699,4.4673,3.5287,4.1011,4.391,3.7453,4.6854,4.3583,4.1555,4.0824,3.2915,3.5923,3.9774,4.5808,4.1571,4.0278,3.8002,4.4634,4.0136,3.8591,4.131,3.652,4.1506
ADORA1,5.2638,2.0147,0.4447,0.3115,5.0501,4.0198,2.4035,2.1798,-1.5951,-4.2934,-1.7322,-1.2142,1.4174,2.4934,3.0585,0.3573,2.6962,-1.2828,1.6187,2.5658,-2.114,0.2642,-1.7809,2.167,2.5363,0.7748,0.517,-2.3147,-0.8084,1.614,1.3167,2.3508,2.6114,2.3222,-0.4521,0.6332,-2.3884,-1.8314,7.2586,2.9802,1.2934,0.058,2.108,-0.2159,-1.5522,1.0079,-0.2159,-0.1993,-2.8262,3.421,1.1316,-2.8262,3.2065,-3.1714,-4.6082,2.1047,2.1957,-0.9971,1.1833,2.4008,1.8722,2.0254,2.2842,1.5415,-0.2328,-2.3147,0.2881,3.2034,1.4962,-3.0469,-2.1779,3.1523,1.9302,2.8482,2.6418,2.7249
ADORA2A,3.9737,1.4441,5.7597,0.1519,3.8719,2.791,5.6588,1.1117,4.425,4.2111,6.1088,-0.3201,1.4174,1.7446,1.9452,5.9883,1.9377,1.0779,1.2992,1.412,0.4552,5.4559,1.3397,2.7227,1.3679,0.7664,6.3669,5.2415,-0.6193,1.1316,1.5115,1.642,2.3251,1.6045,5.2932,4.9275,3.83,1.4859,3.7836,2.8117,1.5612,1.766,2.7073,6.4517,6.283,1.5266,1.1184,2.2633,1.0222,1.6045,6.1443,6.9748,1.9859,3.945,4.764,1.3109,3.5136,4.4088,1.5115,2.2175,0.6969,2.2513,1.7786,0.6332,5.4771,2.0946,1.3167,1.2147,2.0742,5.1301,2.043,0.547,0.9038,1.7786,1.8323,1.0222
ADORA2B,-0.4521,-2.8262,1.1184,-0.2328,-1.2828,-0.394,-0.1345,-3.1714,1.2333,-4.035,-1.3183,-9.9658,-4.6082,0.2522,-2.9324,-0.6643,-1.0559,-1.4699,-1.1172,-2.8262,-0.394,-0.5332,-1.3921,-4.6082,-2.3884,-2.6349,-1.1811,-0.9686,-0.0277,-1.0559,0.0718,-1.1811,-1.8836,-0.0725,-2.3884,-0.9406,-3.0469,-2.4659,-0.6416,-1.0262,-9.9658,-1.9942,-1.0862,-0.2328,1.125,-0.9132,-0.2328,0.688,-1.4699,-0.8084,-1.5522,0.3685,-2.8262,-1.8314,-1.5951,-0.9406,1.2516,0.5069,-1.7322,-0.2671,-3.3076,-1.2828,-1.7322,-2.5479,-5.0116,-3.458,-2.3147,-1.2481,-1.3548,-0.7108,-3.3076,-0.3752,-0.1828,-2.4659,-1.8314,-0.4131
ADORA3,0.26595,-0.1031499999999999,1.24975,-0.9002,-0.1188,0.8399,-0.91965,-1.4902,2.39665,-0.84335,0.13735,-1.8239,-0.88735,-0.60905,-0.20405,1.40515,1.6903,-0.0728499999999999,0.2498999999999999,0.4457,1.4284,0.00995,2.3309,-0.32125,1.5125,-1.54055,1.68735,-0.7887500000000001,-2.31655,1.1375000000000002,-1.51445,0.3767,-1.20535,-1.6475499999999998,1.15775,-1.7417000000000002,-1.7191,1.0766,-0.35235,0.99365,-1.2335,0.7072999999999999,0.8193999999999999,0.15865,0.8824,-1.1845,0.0300999999999999,3.0317,1.5848,2.7239,1.4772,0.5736,1.50125,-1.09875,0.8142499999999999,0.34475,-1.8995,0.4277499999999999,0.0477999999999999,1.83895,-0.5635,1.4972,0.5031,-1.08405,1.19045,-2.0406,0.65385,0.1483,1.0813,-0.50835,-2.9019000000000004,-0.8338,-0.3383,1.4227500000000002,-1.21435,-0.3422
ADRA1A,-5.0116,-4.2934,-9.9658,-6.5064,-1.5105,-9.9658,-6.5064,-9.9658,-9.9658,-2.4659,-3.816,-9.9658,-5.0116,-0.3566,-5.5735,-2.6349,-5.5735,-4.6082,-6.5064,-4.6082,-4.6082,-5.0116,-5.5735,-3.458,-5.5735,-9.9658,-5.5735,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-3.3076,-9.9658,-4.035,-5.0116,-9.9658,-3.816,-5.5735,-3.6259,-4.2934,-9.9658,-2.3147,-4.035,-5.5735,-3.458,-2.5479,-2.4659,-3.1714,-4.6082,-2.6349,-6.5064,-2.114,-6.5064,-3.3076,-5.0116,-5.5735,-9.9658,-4.2934,-6.5064,-6.5064,-9.9658,-5.5735,-5.0116,-4.6082,-5.5735,-5.0116,-3.1714,-6.5064,-5.5735,-2.0529,-2.6349,-5.0116,-4.6082
ADRA1B,1.9601,-1.7809,2.3536,3.3828,-0.3566,-1.8314,-1.5522,-2.5479,1.7009,0.2881,1.7097,-1.4305,-3.3076,2.5948,-1.9379,2.1541,-1.6394,0.4865,0.1124,2.4908,0.058,-1.1488,-2.3147,0.2642,1.4174,-9.9658,2.5658,1.7954,1.3623,-1.2828,0.8408,-0.9132,-0.8339,-2.7274,2.3193,-3.816,-3.6259,-0.0425,1.2209,-0.4131,-2.1779,-0.7588,-1.3921,1.0433,2.8522,-0.6193,-1.0262,-0.8084,0.8488,-1.4305,0.3231,2.667,-1.2828,0.517,4.5342,-1.8314,-2.5479,-3.458,1.0915,-0.8599,-2.8262,-1.7809,-4.2934,-1.9942,2.1247,0.5859,-0.4131,-3.458,-0.2671,-1.2142,-3.3076,-2.3884,0.6969,-1.0559,-1.8314,-2.3147
ADRA1D,-3.816,-1.3921,-3.3076,2.3926,2.9128,-6.5064,-3.6259,-6.5064,-1.2481,-6.5064,-3.816,-6.5064,-9.9658,-6.5064,-4.035,-1.3183,-4.6082,-4.035,-6.5064,-1.4699,-9.9658,-6.5064,-0.1345,-0.6193,-4.6082,-9.9658,-2.3884,-4.2934,-9.9658,-2.114,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-4.035,-0.6416,-2.6349,-6.5064,-0.9132,-3.816,-6.5064,-3.6259,-6.5064,0.2522,-4.2934,-2.114,-5.5735,-3.458,-4.035,-1.1488,-2.114,-1.9379,-4.035,-2.8262,-4.035,-3.6259,-3.458,-4.6082,-2.8262,-9.9658,-2.7274,-6.5064,-4.2934,-3.6259,-1.685,1.6281,-4.6082,-6.5064,3.5224,-2.9324,-1.4305,-4.6082,-3.816
ADRA2A,5.5062,3.7378,-2.9324,-1.9379,5.1819,1.196,6.732,0.7748,-1.6394,-2.1779,0.9862,0.3231,-1.4699,2.3451,-0.3566,0.3907,0.5271,2.5087,-1.0262,0.6699,1.0503,-1.9942,-1.1811,-0.8863,1.2875,0.1903,2.0535,-1.4305,-6.5064,0.3907,-2.1779,0.9716,3.6324,2.4198,-1.8314,-1.2142,-1.1811,-1.685,1.7097,0.2642,-2.1779,4.1318,0.5069,-2.7274,-2.5479,-0.5756,-1.3548,0.4657,-0.2671,3.3435,2.3564,-0.9971,1.1184,-0.4719,-1.7809,1.4174,0.9343,-0.2328,-1.5522,4.4542,0.0718,2.9525,-3.3076,1.5709,-1.1172,-0.2159,-1.9942,1.9968,4.1318,1.674,0.8327,3.1278,2.3953,2.7422,-0.7834,0.2154
ADRA2B,2.0076,-1.9379,0.688,-0.9132,-0.2328,0.8082,1.8484,-0.6643,0.5568,0.6699,1.8762,-1.4305,0.0158,-0.1031,-2.0529,-1.0862,-0.3383,-3.0469,-0.9971,-1.2828,-0.8084,-1.0262,-2.4659,-0.2498,1.9712,1.9968,-0.5973,0.4761,-2.5479,-0.7834,-2.8262,0.5069,-0.5332,-0.3383,1.7995,-3.0469,-4.6082,-1.3183,-0.8084,0.346,-3.3076,-0.013,-0.394,0.2154,-1.6394,0.03,0.6517,-0.9971,-0.4719,3.1344,1.1382,2.4117,-0.8084,-0.7108,5.3184,-0.1345,-1.7322,-1.1172,-0.0574,0.7058,0.1388,-0.4719,-1.6394,1.1117,1.9749,-1.7322,-1.3183,-1.1488,-0.1031,2.043,-0.5756,-0.6643,-0.0574,0.8726,1.0503,3.2692
ADRA2C,-1.8836,-2.3884,-0.6643,-1.4305,-2.4659,-4.6082,-1.8836,1.1184,-2.4659,-0.9406,2.3308,-0.5332,-2.4659,3.3192,-1.3921,-1.0862,-2.114,-2.2447,-0.2159,-4.2934,-2.3884,-5.0116,-1.6394,-0.9686,-3.3076,-2.2447,-0.3752,-3.816,-0.5332,0.0854,-3.3076,-0.3752,-1.9379,-3.6259,0.547,0.7321,2.9674,-0.8599,-3.0469,-1.7322,-1.7809,1.8564,-3.3076,0.4967,-1.1488,-0.1828,-0.7834,1.7229,0.3796,-1.9942,0.0158,-0.6193,-2.7274,0.9419,2.1147,-1.5105,-1.2828,-1.0559,-1.1811,0.0014,-1.685,-0.8599,-0.0574,0.044,-0.8863,-0.2498,-0.9971,-0.9132,-1.5105,-0.2328,-2.9324,-1.0559,-1.9942,-0.8339,0.7146,-2.7274
ADRB1,-9.9658,-3.816,1.2516,0.688,-1.2142,-5.5735,-3.458,-6.5064,-1.9942,0.1388,1.2085,-9.9658,-6.5064,-2.7274,-3.0469,1.4652,-1.7322,-9.9658,-1.0862,-1.2481,-3.6259,1.2209,-3.3076,-1.3921,-5.5735,-4.6082,-1.7809,-6.5064,-6.5064,-4.035,-6.5064,-6.5064,-9.9658,-9.9658,1.4704,0.0854,-0.4325,-4.6082,-5.5735,-2.3884,0.4657,-4.035,-4.035,2.5213,1.8683,-6.5064,0.346,-3.3076,0.1776,-4.6082,-2.8262,1.4756,-5.0116,0.1519,-1.685,-4.2934,-3.458,-5.0116,-9.9658,-3.1714,-9.9658,-5.5735,-1.685,-6.5064,1.1184,-4.2934,-0.1031,-4.035,-5.5735,-2.5479,1.3109,-5.0116,-2.6349,-3.816,-4.035,-1.8836
ADRB2,1.1833,-1.7809,-1.9942,-1.3921,-2.8262,-2.3884,-0.5756,-3.6259,-3.816,-1.1488,-1.4305,-1.5522,-5.0116,-4.2934,-1.5951,-3.3076,-1.0262,-3.458,-2.114,-0.7588,-2.4659,-2.1779,-1.0262,0.058,-1.0862,-3.816,-1.2142,-4.2934,-0.6193,-1.5522,-4.035,-0.5543,-1.8314,-4.035,-1.1488,-2.6349,-2.0529,-1.7322,-4.035,-1.3183,-2.6349,-2.3884,-2.9324,-1.3921,-0.8599,-0.5756,1.7446,-2.114,-0.6873,0.1519,-0.7108,-0.9132,-1.1488,-3.6259,-0.4131,-0.5125,-2.6349,-1.5522,-1.0862,-0.6643,-1.3548,-1.2828,-1.5105,-0.1187,-0.5756,-0.1187,-2.2447,-1.3183,-1.3183,-1.3548,0.058,-1.685,-2.114,-2.114,-1.0559,-0.4521
ADRB3,-5.0116,-9.9658,-1.4699,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-5.0116,-0.8084,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,0.24,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-4.6082,-3.3076,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-0.4521,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-3.1714,-9.9658,-3.816,-9.9658,-4.2934,-4.035,-6.5064,-9.9658,-0.9686,-0.8084,-2.8262,-0.1828,-3.816,-0.5756,-9.9658,-2.7274,-1.8314,-9.9658,-9.9658,-1.685,-6.5064,-2.9324,0.4552,-9.9658,-9.9658,-9.9658,-5.0116,-1.9379,-1.4305,-1.4305,-0.5125,-4.035,-1.4699,-9.9658,-6.5064,1.7828,-1.0559,-2.5479,-2.7274,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-6.5064,-9.9658,-2.2447,-9.9658,-3.816,-9.9658,-1.9942,-2.4659,-4.035,-9.9658,-9.9658,-4.6082,-9.9658,1.2023,-6.5064,-2.9324,-9.9658,-3.816,-9.9658,-9.9658,-1.5522,1.1382,-5.5735,-9.9658,-1.4699,-1.6394,-2.0529,-3.816,-9.9658,-9.9658,-2.1779,-4.035
AGAP2,2.9507,3.7345,2.9281,2.2206,1.3679,3.4635,1.3623,3.6242,3.1145,1.2085,2.5585,3.5839,4.1708,5.7211,3.4778,2.8838,2.0638,4.8525,2.5683,2.667,3.6578,1.9564,4.6972,2.6579,3.8847,2.8877,3.7877,2.9692,4.7512,4.1119,4.8973,3.4318,2.3564,3.6827,2.6693,4.7077,2.7826,3.5424,1.3397,4.001,2.4518,4.2526,3.0876,2.2237,3.0428,3.6737,3.5461,1.2756,2.4908,3.8411,2.6984,4.4169,3.5224,4.2563,0.5955,4.4317,4.1867,1.2756,3.716,2.4597,4.1269,3.833,3.4034,0.7579,2.4985,0.4865,2.1378,4.0901,3.1145,3.2856,2.1925,4.5374,2.036,3.4344,2.9488,3.9737
AGER,0.9115,2.2603,0.9419,0.688,0.5859,0.0158,0.5666,1.196,0.2762,0.4552,2.1013,0.9493,3.2856,0.8961,1.0222,1.9712,-0.394,2.1013,0.4761,0.2881,1.692,0.2029,2.2783,3.3828,1.6045,3.8857,1.5514,1.816,1.8404,2.236,0.4967,2.0979,1.1897,1.1833,0.9862,0.7233,0.6699,2.8462,0.3907,0.8327,0.0718,1.9034,0.605,0.1776,1.8918,1.2271,2.9562,1.7009,1.9034,1.7995,1.692,1.1447,1.3901,0.058,2.4252,2.6533,1.0711,2.2573,0.9568,1.334,1.1706,1.0915,3.5923,3.7378,1.5514,2.3135,-1.0862,0.9419,0.7321,1.1184,0.8246,1.949,1.4859,1.1897,1.3454,1.7053
AGRP,-4.2934,2.2693,1.2333,-0.0425,-0.8863,1.3956,-2.3147,1.3567,-2.8262,-4.035,-1.9942,-0.0425,0.9343,-5.5735,2.4198,-1.7809,2.1147,1.1577,2.8779,5.0532,-1.7322,-5.0116,-2.1779,3.1604,4.3541,-0.7588,1.7617,-1.7322,-1.8314,3.1294,-1.1488,4.3618,-5.0116,-2.3884,1.1706,-1.5951,-4.6082,2.8301,0.1124,1.2516,-0.7834,3.6393,3.6463,-2.1779,2.05,0.2277,-2.4659,0.0718,-0.0725,1.4859,-1.3921,3.5449,1.1512,-0.9686,-0.8863,4.6571,-1.2142,-1.8836,2.081,2.9839,-0.5756,1.7702,-0.9971,-1.5105,-2.9324,-2.5479,1.8762,3.1987,1.934,-3.1714,-2.0529,-0.1031,0.8961,3.7614,3.4556,0.8726
AGT,4.5243,3.8116,3.6905,4.2699,2.4985,1.0847,4.1359,4.842,3.5923,3.0995,4.7258,1.9564,1.1117,1.4228,1.9302,5.0614,5.7793,1.105,2.1013,4.5742,2.5413,2.9375,2.8055,3.034,1.884,5.9103,5.3875,-0.3201,-1.4699,2.2603,-0.394,4.8595,3.2328,3.0376,5.1934,3.4894,1.949,3.4384,1.8242,2.9784,1.412,2.9893,4.3827,4.0046,3.3745,2.4753,3.8905,4.1078,4.5129,3.5473,2.8916,3.0995,3.1195,-0.7346,1.6604,3.1245,1.1184,1.0433,2.8178,2.7292,2.6715,2.2268,1.8801,2.6647,3.7127,5.2453,4.8719,1.196,2.0742,2.4805,0.4016,1.3511,2.1766,4.0348,4.1145,4.9819
AGTR1,-0.1187,-4.035,-2.4659,-4.035,0.6517,3.0217,0.4967,4.8963,-0.1031,-2.4659,0.0854,-3.458,-3.6259,-3.6259,1.4494,2.2813,2.5876,3.2236,1.334,1.3791,2.8321,1.9377,-2.8262,2.9839,-1.1811,-2.5479,1.5115,1.0079,-2.2447,2.6255,-2.6349,0.0158,-1.7322,-1.6394,1.3167,0.1257,-6.5064,2.2663,-3.3076,2.3077,-2.7274,2.9525,3.705,-1.2828,-0.0725,-1.2142,0.2881,2.2573,2.5188,-0.6643,2.6395,0.8647,-0.8599,4.0419,2.1444,1.46,-0.5332,0.03,2.0147,1.9527,0.688,2.2543,-1.8836,-0.3383,2.0111,2.4883,3.4971,-1.1488,-0.5973,0.8408,-5.0116,2.96,0.9642,1.0293,1.9111,2.1702
AIFM2,1.5758,2.982,2.4465,1.8444,2.9525,2.1798,3.0533,2.828,1.0711,-0.0574,1.692,2.2082,3.0706,1.9415,2.96,2.1047,2.4063,2.2513,2.1957,2.5363,1.5316,2.1247,2.6693,1.3167,2.4439,1.6875,3.4674,-0.9406,2.2299,2.6161,2.5363,2.9544,3.2841,3.4635,2.1862,2.7572,0.9568,1.9226,1.7403,2.6805,2.874,2.3564,2.0325,1.9749,2.1509,2.7763,2.036,2.1734,1.7786,3.5621,2.3366,3.287,3.5387,1.9377,1.9564,3.2662,2.7951,1.2696,3.1829,3.5935,3.1112,3.2587,3.3003,1.692,2.2391,2.7889,2.3649,3.4674,3.1701,1.8996,2.6441,2.5924,2.5948,3.1491,2.8955,3.0287
