gene_name,TCGA-A4-7288-01,TCGA-A4-7583-01,TCGA-A4-7584-01,TCGA-A4-7585-01,TCGA-A4-7734-01,TCGA-A4-7915-01,TCGA-A4-7997-01,TCGA-A4-8098-01,TCGA-A4-8311-01,TCGA-A4-8517-01,TCGA-A4-8630-01,TCGA-A4-A57E-01,TCGA-AL-3472-01,TCGA-AL-3473-01,TCGA-AL-7173-01,TCGA-B1-5398-01,TCGA-B1-7332-01,TCGA-B1-A47M-01,TCGA-B1-A47N-01,TCGA-B1-A654-01,TCGA-B1-A657-01,TCGA-B3-8121-01,TCGA-B9-5155-01,TCGA-B9-5156-01,TCGA-B9-7268-01,TCGA-B9-A44B-01,TCGA-B9-A5W7-01,TCGA-B9-A5W8-01,TCGA-B9-A5W9-01,TCGA-B9-A69E-01,TCGA-BQ-5875-01,TCGA-BQ-5877-01,TCGA-BQ-5878-01,TCGA-BQ-5879-01,TCGA-BQ-5880-01,TCGA-BQ-5881-01,TCGA-BQ-5882-01,TCGA-BQ-5883-01,TCGA-BQ-5885-01,TCGA-BQ-5887-01,TCGA-BQ-5888-01,TCGA-BQ-5889-01,TCGA-BQ-5890-01,TCGA-BQ-5891-01,TCGA-BQ-5892-01,TCGA-BQ-5893-01,TCGA-BQ-5894-01,TCGA-BQ-7044-01,TCGA-BQ-7046-01,TCGA-BQ-7048-01,TCGA-BQ-7050-01,TCGA-BQ-7051-01,TCGA-BQ-7053-01,TCGA-BQ-7055-01,TCGA-BQ-7058-01,TCGA-BQ-7059-01,TCGA-BQ-7060-01,TCGA-BQ-7061-01,TCGA-BQ-7062-01,TCGA-DW-5560-01,TCGA-DW-5561-01,TCGA-DW-7834-01,TCGA-DW-7837-01,TCGA-DW-7838-01,TCGA-DW-7839-01,TCGA-DW-7840-01,TCGA-DW-7841-01,TCGA-DW-7842-01,TCGA-DW-7963-01,TCGA-DZ-6131-01,TCGA-DZ-6132-01,TCGA-DZ-6133-01,TCGA-DZ-6134-01,TCGA-DZ-6135-01,TCGA-EV-5901-01,TCGA-EV-5902-01,TCGA-EV-5903-01,TCGA-F9-A4JJ-01,TCGA-G7-6789-01,TCGA-G7-6790-01,TCGA-G7-6792-01,TCGA-G7-6793-01,TCGA-G7-6795-01,TCGA-G7-6796-01,TCGA-G7-6797-01,TCGA-G7-7501-01,TCGA-G7-7502-01,TCGA-G7-A4TM-01,TCGA-GL-6846-01,TCGA-GL-7773-01,TCGA-GL-7966-01,TCGA-GL-8500-01,TCGA-GL-A4EM-01,TCGA-GL-A59R-01,TCGA-HE-7128-01,TCGA-HE-7129-01,TCGA-HE-A5NF-01,TCGA-HE-A5NH-01,TCGA-HE-A5NI-01,TCGA-HE-A5NJ-01,TCGA-HE-A5NL-01,TCGA-IA-A40U-01,TCGA-IA-A40X-01,TCGA-IA-A40Y-01,TCGA-IZ-8195-01,TCGA-IZ-8196-01,TCGA-IZ-A6M8-01,TCGA-J7-6720-01,TCGA-J7-8537-01,TCGA-KV-A6GD-01,TCGA-KV-A6GE-01,TCGA-MH-A55Z-01,TCGA-MH-A560-01,TCGA-MH-A562-01,TCGA-P4-A5E6-01,TCGA-P4-A5E7-01,TCGA-P4-A5E8-01,TCGA-P4-A5EA-01,TCGA-P4-A5EB-01,TCGA-P4-A5ED-01,TCGA-PJ-A5Z8-01,TCGA-PJ-A5Z9-01,TCGA-Q2-A5QZ-01
ACTG1,11.01,10.5411,10.0585,10.1787,11.3872,11.3129,9.789,11.2212,10.3645,11.0146,10.6941,9.8416,10.2679,9.9411,9.5904,10.7697,11.1696,10.4604,9.7409,11.1561,10.5901,10.5439,11.0351,10.9901,11.4244,9.4768,10.8067,10.8398,11.8379,9.9453,11.3259,11.0608,11.1249,11.4137,10.6374,10.1857,11.143,10.5302,9.479,9.8643,10.8051,10.6739,11.4231,11.5822,11.0585,11.2237,11.0998,9.9864,11.3125,10.2339,10.904,10.8617,11.2867,10.5295,10.1195,10.2641,10.6973,10.2551,11.3446,9.6229,9.9564,11.778,10.4,10.9677,11.1783,9.9109,10.4179,10.971,10.6967,10.9295,10.5515,10.6494,10.7781,10.6473,11.4859,11.1144,10.5879,10.6287,11.2762,11.3575,11.136,11.829,10.0419,11.391,11.2072,11.033,10.0516,10.471,10.8074,10.9473,11.2294,9.7286,10.9783,10.9806,10.6491,11.1069,10.906,10.6887,9.2836,10.1861,10.4721,10.6695,10.7249,11.3057,10.9849,10.7171,11.3958,10.0095,10.944,10.5004,10.0006,10.1394,10.9609,9.4506,10.0986,11.0031,10.9358,11.1296,10.917,10.5741,10.8568,10.6702,9.9646
ACVR1,4.6212,4.1261,3.3563,5.3147,4.8595,4.7318,4.2847,4.5311,3.1908,4.0584,4.2274,4.2847,3.0287,3.9022,3.7324,4.1907,4.6866,3.2112,2.4985,3.0515,4.5161,3.7193,4.0109,4.1579,4.466,4.5066,4.2126,4.6041,4.6548,3.5911,5.7304,5.1177,4.0584,5.0095,3.6219,1.7446,4.9222,4.4128,4.6023,4.1875,2.8321,3.4648,3.9506,4.3435,3.7378,5.0157,4.7104,3.5436,4.734,5.0077,3.6961,4.4483,4.0892,4.5491,4.0471,4.0471,4.5199,4.7016,4.178,2.8462,3.833,4.1844,3.7539,4.314,4.7154,3.5887,3.2065,4.6759,3.4277,5.2769,4.3184,4.5217,4.251,4.3039,4.5994,3.865,4.061,4.1923,5.5236,4.588,4.3413,4.8565,2.7139,3.2973,5.0558,4.546,4.9584,3.9856,4.3534,4.4496,4.7555,4.6725,3.8177,4.0892,4.4443,4.0046,4.3862,4.0756,3.1475,3.9393,3.3577,4.7919,3.3506,4.7581,3.863,4.5832,3.0038,3.906,4.8115,3.871,3.2973,2.9637,4.6554,2.05,3.3435,4.468,4.3364,3.1685,4.8172,2.5511,4.5047,4.3674,1.6964
ACVR1B,4.404,4.3723,3.5086,4.1376,5.0845,5.4209,5.142,4.7372,3.6793,3.3897,4.2601,3.5706,3.7345,3.5299,5.2354,4.2601,4.8744,3.3393,4.0593,3.2158,3.772,3.8561,4.2281,4.4549,4.4047,5.0558,4.6329,4.5503,4.812,3.8561,4.3428,4.9668,4.8405,4.6352,3.38,2.118,3.8136,4.9246,4.5417,3.7815,3.9308,4.5268,4.5522,4.6838,3.9956,3.6983,4.8028,3.8033,3.6242,4.3356,4.1392,4.7635,4.1804,4.2691,3.6136,4.1986,3.4856,4.8817,4.1061,4.6029,4.2227,3.6737,4.7672,4.0549,5.6124,4.3597,4.3456,4.178,3.3148,3.8411,4.2434,5.1322,4.3249,4.686,4.856,3.9929,3.8729,4.4115,4.9764,3.9552,4.9237,4.835,4.1086,4.0028,4.9482,4.2706,3.9974,4.1764,3.637,4.5268,4.4569,4.3463,3.7094,4.7383,4.5448,4.2041,4.2714,4.4417,4.4283,4.846,3.9645,4.5448,3.6359,5.0286,3.5424,4.1636,2.2051,3.5839,3.9041,3.637,3.9974,4.5976,3.2496,3.833,3.7496,3.2811,4.7176,4.6364,4.774,6.3228,4.5205,4.4135,2.6828
ACVR1C,-5.5735,-6.5064,-5.5735,-4.035,-5.5735,0.0014,-6.5064,-4.6082,-5.5735,-5.5735,-5.0116,-6.5064,-5.5735,-5.5735,-6.5064,-5.5735,-3.6259,-9.9658,-6.5064,-9.9658,-5.5735,-5.5735,-6.5064,-4.2934,-9.9658,-4.035,-6.5064,-5.5735,-9.9658,-6.5064,-2.3884,-2.8262,-2.3884,-2.6349,-4.6082,-6.5064,-4.2934,-4.035,-4.035,-4.6082,-5.5735,-4.035,-4.6082,-9.9658,-3.458,-4.6082,-2.0529,-4.6082,-5.5735,-3.816,-6.5064,-4.035,-6.5064,2.982,-4.2934,-4.6082,-6.5064,-2.2447,-2.0529,-4.6082,-3.816,-9.9658,-3.6259,-6.5064,-9.9658,-6.5064,-3.6259,-4.2934,-4.6082,-6.5064,-4.6082,-5.5735,-5.0116,-4.6082,-3.816,-9.9658,-4.2934,-1.7809,-5.5735,-4.035,-6.5064,-2.9324,-5.5735,-5.5735,-6.5064,-3.816,-4.6082,-4.035,-5.5735,-5.5735,-3.0469,-5.5735,-5.0116,-5.5735,-2.9324,-9.9658,-4.6082,-4.6082,-5.5735,-5.0116,-6.5064,-6.5064,-4.6082,-6.5064,-5.0116,-5.5735,-6.5064,-6.5064,-2.8262,-5.5735,-5.5735,-4.2934,-6.5064,-9.9658,-5.5735,-5.5735,-1.5105,-3.816,-5.5735,-6.5064,-5.0116,-6.5064,-9.9658
ACVR2A,2.081,1.9226,1.7828,2.1734,2.3843,2.2813,1.9264,1.4652,1.736,1.6374,2.043,2.0673,1.2696,0.8883,1.4859,1.412,1.7446,1.5366,2.0604,1.2756,2.6208,1.8683,1.7828,1.9968,1.9968,1.4228,1.9564,1.2696,2.1047,0.9191,2.1574,2.0776,1.0573,2.6715,0.537,0.1903,1.4704,2.7572,1.2756,0.7146,1.1833,1.3735,0.7999,1.2209,1.9638,2.299,2.5137,1.5902,1.8201,1.7229,1.8604,2.1862,1.8404,1.46,0.605,1.7744,1.8363,1.1447,1.9638,0.9343,2.0147,1.8036,1.8564,1.7954,1.816,1.3901,1.683,2.5876,0.4447,1.7744,1.7828,2.5036,1.7141,2.3926,2.2019,2.1734,1.9749,1.8201,1.4756,2.4597,1.6234,2.3732,0.099,0.6608,2.3898,2.5876,2.5585,2.004,1.736,1.787,2.6738,1.614,0.517,2.1213,1.3956,2.183,1.4011,2.2175,1.7489,1.7403,1.787,1.8918,1.5854,2.0979,0.7748,2.3135,1.4388,1.8201,2.2113,1.6964,1.5465,1.1447,0.9862,1.0642,1.6281,2.0707,2.0742,1.2147,2.108,0.7146,1.9073,2.2872,-0.3752
ACVR2B,1.0847,0.3685,0.5955,-0.3383,1.125,0.8726,0.4552,0.0158,1.0779,0.2642,0.8488,-1.0262,0.6332,-1.2828,-0.0574,-0.9132,0.3231,-0.2671,0.3573,0.3231,0.9716,0.7664,0.7407,0.8408,0.9419,-0.3566,0.9038,0.058,0.2277,-0.2845,0.044,-0.4521,0.8408,1.674,-1.4305,-0.8084,0.2642,0.3907,0.1903,-0.7588,-0.3383,-0.5543,0.346,0.044,-0.2671,0.5666,0.688,-0.013,0.3346,0.2277,0.1519,0.8408,0.7407,-0.3201,-0.1031,-0.1345,0.4552,1.0151,0.9419,1.334,0.9493,-0.5973,0.6608,0.1648,0.9268,0.0718,0.5763,1.4228,-0.3752,0.4761,0.5069,1.5064,-0.1993,1.0503,1.2696,1.0983,0.4016,0.9343,0.1519,0.4761,0.0854,0.9716,-1.1172,-0.8084,1.8484,-0.3383,1.0433,0.4761,1.0573,0.7664,1.0222,-0.5543,-1.5951,0.3115,0.6239,1.2992,-0.1345,0.6608,0.8082,0.4967,0.8647,-0.2845,0.3685,-0.0574,-0.013,1.0079,0.2881,0.4447,-0.5332,-0.2159,0.3907,0.4967,-0.6873,-0.1665,-0.5543,0.5955,0.605,-0.0425,-0.5125,-0.3752,0.4233,0.4865,0.7748
ADAM17,2.6895,3.1685,2.2633,2.4386,3.1653,4.6474,2.8562,2.4306,2.2783,2.5731,2.9469,1.614,0.9789,2.1013,0.6608,2.5828,2.409,1.3283,0.9419,-0.1993,2.6873,3.5411,2.9544,3.0498,2.8321,1.2992,2.6487,2.828,2.9544,2.3592,2.4571,3.7006,1.9786,5.3934,1.0779,-0.2671,2.9544,2.9262,0.679,2.0638,1.412,1.8036,2.2543,3.055,2.7095,3.8531,4.3744,2.0707,3.0428,2.7993,2.4386,2.5112,2.7422,2.4985,0.7748,2.7657,2.5561,2.3451,2.6278,0.8246,2.233,2.5756,2.4753,3.1409,2.4701,1.6045,2.1574,3.0127,1.3956,2.7051,3.3675,3.325,2.7679,2.8178,3.1393,2.7465,2.9618,4.1692,3.5766,3.0723,1.6875,4.162,-0.0277,1.2023,3.2389,3.4102,2.4571,2.2421,3.1813,2.6418,4.6077,2.6895,1.5366,2.2299,3.0393,2.9581,2.7205,2.7051,1.177,2.4252,1.9712,1.9786,1.7053,3.9403,2.2513,3.2282,0.434,2.376,3.5535,2.1988,0.3685,0.4447,0.537,-0.9132,1.0079,2.8641,3.2973,1.0363,2.2452,0.2277,3.3731,1.9302,-0.9406
ADCY1,-4.6082,-5.0116,-4.2934,-2.9324,-3.816,-1.0862,-5.5735,0.0158,-6.5064,-3.3076,-5.5735,-4.2934,-2.9324,-1.4699,-5.0116,-1.9379,-4.2934,-2.7274,-4.035,-4.6082,-6.5064,-2.7274,-4.2934,-3.6259,-4.2934,-1.1488,-6.5064,-5.5735,-4.2934,-2.3147,2.2783,-3.1714,-1.7809,-0.4521,-3.816,-5.0116,-2.9324,2.2237,-5.5735,-1.7322,-5.0116,-1.685,-0.1993,-2.2447,-0.1187,-1.0559,-0.7588,-0.5756,-4.035,-3.1714,-2.3147,-0.5125,-2.9324,0.1519,-3.3076,-2.6349,-2.9324,-1.4699,-1.5105,-2.6349,-5.0116,-5.5735,-4.2934,-4.6082,-4.2934,-3.816,-5.0116,-4.6082,-3.816,-0.5125,-3.6259,-5.0116,-1.8836,-6.5064,-3.6259,-0.5332,-3.3076,-2.8262,-1.7322,-5.5735,-4.6082,0.5568,-2.2447,-6.5064,-3.3076,-4.2934,-5.5735,-4.6082,-4.2934,-6.5064,-1.2828,-6.5064,-3.1714,-4.6082,-3.816,-6.5064,-4.035,-5.5735,-4.6082,-2.1779,-3.458,-6.5064,-1.4305,-4.2934,-0.1345,-3.1714,-2.8262,-4.035,-1.6394,-2.3147,-5.0116,-9.9658,-0.8863,-4.6082,-3.0469,-2.9324,-3.1714,-1.5522,-4.035,-9.9658,-2.4659,-4.6082,-6.5064
ADCY10,-6.5064,-2.3884,-9.9658,-2.8262,-4.6082,-6.5064,-4.2934,-3.1714,-5.0116,-9.9658,-5.5735,-2.0529,-1.0262,-1.5522,-5.5735,-4.2934,-3.816,-3.6259,-0.6193,-3.458,-2.7274,-5.0116,-3.1714,-9.9658,-6.5064,-0.5756,-2.9324,-2.0529,-9.9658,-3.6259,-4.035,-2.3147,-3.816,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-1.5105,-2.9324,-4.6082,-3.3076,-2.9324,-2.2447,-4.035,-4.035,-3.1714,-9.9658,-2.8262,-4.6082,-2.7274,-4.035,-4.6082,-4.2934,-2.5479,-6.5064,-5.0116,-2.7274,-3.816,-0.4921,-2.4659,-3.458,-2.8262,-9.9658,-4.035,-3.458,-3.3076,-3.0469,-9.9658,-3.816,-4.2934,-3.816,-6.5064,-2.4659,-3.816,-2.7274,-3.816,-4.2934,-1.3921,-2.9324,-3.3076,-3.458,-1.8314,-2.0529,-2.5479,-4.2934,-3.1714,-1.9942,-2.4659,-2.7274,-5.5735,-1.5951,-9.9658,-3.458,-4.6082,-5.0116,-5.0116,-5.5735,-1.9379,-4.2934,-6.5064,-0.8084,-2.2447,-3.0469,-9.9658,-5.0116,-2.9324,-6.5064,-3.0469,-3.3076,-0.4131,-1.7809,-9.9658,-3.3076,-2.6349,-2.8262,-4.035,-2.9324,-2.3147,-1.7809,-2.114,-3.458,-9.9658
ADCY2,2.1213,3.863,3.3717,1.4652,1.683,-0.9132,-1.2142,0.7321,1.125,1.4704,0.547,0.688,2.496,-4.035,1.5514,1.5854,1.7273,0.9935,2.5213,1.5514,-1.685,0.8488,1.642,1.1706,2.4805,1.4228,2.6533,-3.6259,2.7657,2.7051,1.7229,2.9747,3.5803,-4.035,1.1833,-0.2845,0.1903,-3.458,-0.5125,-1.8836,-2.4659,-1.5951,-2.4659,1.2516,0.4125,0.3346,-1.7322,2.5437,-2.114,3.2766,3.1781,-0.9971,4.1474,-2.1779,-1.3183,-0.5756,1.2147,0.5271,2.3871,1.1184,1.5013,2.4727,1.9786,2.2633,2.5876,3.0619,1.6875,4.0833,-0.7834,-4.6082,2.0218,0.3907,1.0363,2.8502,-0.6873,3.5436,1.7532,-0.7588,-1.685,3.0808,2.578,-2.1779,0.7832,3.0358,5.172,-1.3548,3.4661,2.6984,-3.6259,2.3732,0.5069,3.3017,2.1894,1.6374,1.2696,3.3717,1.8444,3.1409,-4.035,3.1212,1.2147,2.8422,3.7193,0.0014,2.6161,3.9089,-0.7834,3.0568,0.8246,1.7446,1.4174,2.0742,0.9789,2.3926,-0.6873,1.2209,-1.685,-3.6259,2.8422,-2.3884,1.6234,1.0363,-0.0877
ADCY3,1.2023,2.2206,1.5612,2.6348,2.5585,4.6999,2.4117,2.0604,1.0007,2.1957,0.7146,2.1988,1.8957,4.435,3.0127,3.8147,3.0515,2.4035,1.4065,1.2756,2.9618,3.6543,0.9935,2.6019,0.1519,3.0411,1.5013,5.2902,0.1648,4.0118,3.2766,2.5707,1.46,2.7551,3.2722,2.2813,5.6235,2.1894,1.9749,3.3032,3.483,4.8812,1.1897,1.2576,3.3163,5.1268,5.3274,1.2209,3.0305,2.1894,1.5709,1.2455,1.8201,3.2572,1.1577,4.2396,2.2663,2.4279,3.6184,2.2391,1.2085,3.1892,2.6715,3.5911,1.674,2.3451,3.1393,0.7058,1.8879,3.0481,4.3674,1.0983,3.2617,2.3536,3.506,0.6145,3.0723,5.3075,4.3944,2.6487,1.8078,5.1119,2.2901,0.8568,1.6558,2.824,3.4609,2.5876,1.5612,2.6232,5.341,1.0779,3.4648,2.2783,4.5386,1.2394,3.3047,1.6374,2.694,3.5124,3.4143,3.6428,1.0847,5.4604,1.4547,1.4859,3.8739,2.8838,3.8521,4.5305,2.4908,1.8078,3.2313,1.5366,1.2696,2.3135,5.6806,4.9026,2.0004,5.2559,3.0092,2.0004,3.7226
ADCY4,0.2881,0.0854,-0.3022,0.2881,0.2029,1.1833,-0.9132,-0.1504,-0.7834,-0.4325,-0.8084,-0.3752,0.6699,1.7009,-0.8084,0.1257,-1.2142,1.4011,0.0854,-0.1993,-0.4521,0.9419,-1.0862,-0.6193,-2.114,1.6558,-0.8084,0.3796,-0.8084,1.3901,-0.1345,-0.2845,-0.5332,0.6517,-0.2845,-0.1504,0.3231,1.0363,-0.7108,0.7916,0.6239,2.7636,-1.9942,-1.2142,1.2934,-0.0877,1.6604,-0.8084,-0.394,0.2881,-0.4719,-1.6394,-0.2671,2.0638,-0.9971,0.1388,-1.2828,-0.0425,0.6425,0.3907,-0.0725,-0.2328,0.2881,-0.9132,-1.0262,0.1903,0.8408,-0.8084,0.434,0.058,-0.2498,-1.2481,0.1388,-1.2142,1.0433,-1.1488,0.1519,0.058,-0.6416,-1.3548,-0.6643,0.8246,0.0014,0.537,-1.4305,-0.5756,0.4967,0.9191,-0.013,-0.6416,-0.0277,-0.8339,-0.1187,0.2277,-0.3201,-2.7274,-0.5332,-0.1665,0.4016,1.2934,0.7999,1.0079,-0.4521,-0.2845,-0.9406,-0.0725,-0.7834,-1.3548,0.8082,0.8488,0.8568,0.7146,-0.1187,0.1388,-0.6873,0.1257,0.2881,3.4609,-0.9686,2.3019,1.0573,-0.6643,0.6239
ADCY5,3.1393,-1.6394,0.7146,2.9929,4.4142,1.9968,3.7496,2.1476,3.0654,2.8622,3.0217,1.8201,3.1572,1.8323,0.9568,1.7828,0.9862,1.9822,2.1476,3.1112,0.5069,0.2029,2.296,0.346,3.7171,3.9543,2.362,-1.3921,1.7575,3.8471,2.685,0.8961,4.7971,1.3511,1.177,2.4701,0.9789,3.1637,3.8157,2.4117,-1.0862,1.4859,0.8082,2.4492,3.668,2.5087,1.3109,0.8082,3.4264,3.506,2.876,3.3842,0.8883,5.3256,2.1957,2.8034,2.5996,2.7292,2.9784,0.9419,0.0854,2.0004,1.3225,1.3283,2.4883,1.7141,0.4967,2.7314,0.4447,4.5814,1.9188,3.7039,3.7656,3.1393,4.7066,1.4911,2.7508,0.3907,1.5854,0.517,2.7401,2.236,-0.5332,0.5271,-0.5125,3.6646,0.3115,1.9859,0.6969,4.1796,2.043,-1.685,2.167,0.9343,2.2452,2.6441,2.1013,2.1541,1.5366,0.6332,1.0433,1.9712,-0.5756,1.9822,-0.3752,2.7117,0.9789,0.4865,0.099,2.0076,-0.4521,1.2756,2.3077,0.4016,4.0225,3.7846,2.1894,2.6693,3.1011,2.6556,-0.394,3.0671,1.1897
ADCY6,3.9318,4.4542,4.504,3.3577,4.2419,4.8455,4.5675,4.2914,4.2212,4.5255,4.2281,2.9893,4.0171,3.1844,3.9571,2.8542,3.2617,3.483,4.4713,3.5349,3.5187,3.87,3.4264,3.7248,4.0636,3.1749,4.1923,4.0366,4.0892,3.5161,3.4156,4.4108,3.8866,4.5723,2.4675,1.0779,2.4279,3.8044,3.6532,4.9892,3.2205,3.8451,2.7379,4.4061,3.3577,3.1556,4.1128,3.0446,3.3407,3.4504,4.3876,3.8905,3.4358,3.9682,1.8801,3.9929,3.2766,3.9709,3.9901,4.6282,3.906,2.9109,3.793,2.8442,4.1931,4.4732,3.9746,4.5355,3.1733,4.0645,4.5142,4.4263,3.6195,4.3321,4.5717,4.2714,3.402,4.4357,3.6838,3.1045,3.906,4.9547,4.1027,2.7051,4.6821,4.2297,3.9002,4.2009,4.0567,3.8944,4.7291,3.6804,2.8661,4.6537,4.3674,3.6451,2.7636,4.3569,3.9012,5.2676,3.907,4.5826,3.6905,4.5374,3.2811,4.6776,2.4857,2.6962,3.3264,3.4609,3.4648,4.4861,3.4843,3.5669,3.0092,3.9232,4.2593,3.0619,3.3393,4.4324,4.8846,4.1449,2.4144
ADCY7,1.7141,2.7508,1.0847,2.4252,3.3336,1.2636,3.1813,3.7846,2.0878,2.3222,1.9564,0.4016,0.4657,1.8323,0.4125,3.0234,0.4125,0.9493,0.8488,0.7832,1.8564,3.5959,1.8524,1.949,2.6302,0.2277,1.5316,3.0637,1.8683,2.4198,2.3222,3.5535,1.9968,1.6093,0.0718,-0.9686,1.8078,1.4859,1.5709,1.412,1.7786,2.1047,0.4125,3.6254,1.7489,2.6325,1.3846,2.6783,1.8282,1.2696,0.3907,1.9638,1.3846,0.6699,-0.3201,3.0002,2.2931,2.2543,2.4359,1.0642,1.6281,1.0915,1.0503,1.1897,-1.1488,1.2934,2.9655,2.4225,0.5859,3.0056,4.0488,2.2452,2.7314,2.4701,3.5523,2.9128,2.8462,3.7773,2.0183,0.1903,0.7832,2.9929,0.5568,-0.394,4.1425,0.6699,2.4465,2.2633,2.7161,1.9149,4.0867,2.9544,1.9895,1.7185,3.8054,1.334,2.6873,1.3956,1.6234,2.0004,2.3981,1.9968,1.3511,3.2988,1.4808,2.7993,0.6239,0.7664,2.9581,1.5013,-0.0725,0.4657,-0.2159,1.2023,1.0573,3.0995,3.0463,2.0535,-0.5756,2.1013,3.5982,0.4447,-0.0425
ADCY8,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-5.0116,-5.5735,-2.9324,-3.3076,-4.2934,-4.2934,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-0.8084,-5.5735,-4.6082,-9.9658,-6.5064,-3.816,-4.6082,-5.5735,-3.816,-0.9686,-4.6082,-1.8836,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-1.6394,-9.9658,-5.0116,-9.9658,-4.2934,-4.2934,-5.5735,-6.5064,-3.0469,-5.0116,-2.6349,0.0158,-4.6082,0.0718,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-1.3548,-5.0116,-9.9658,-5.5735,-4.035,-1.685,-9.9658,-5.5735,-5.5735,-6.5064,-6.5064,-6.5064,-6.5064,-2.9324,-4.6082,-5.5735,-9.9658,0.0014,-5.5735,-9.9658,-9.9658,-3.458,-3.458,-9.9658,-9.9658,-3.816,-9.9658,-2.7274,-6.5064,-6.5064,-3.6259,-2.4659,-9.9658,-9.9658,-3.6259,-3.816,-0.6643,-9.9658,-0.5332,-4.6082,-9.9658,-6.5064,-6.5064,-5.0116,-2.3884,-4.6082,0.5955,-2.7274,-6.5064,-4.6082,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-1.8314,-9.9658,-9.9658,-4.2934,-5.5735,-9.9658,-5.0116,-9.9658
ADCY9,5.0077,4.5386,4.1587,2.5511,3.5645,1.6281,3.7486,2.5852,3.1278,4.6628,3.5657,3.6714,2.0742,1.4547,1.2516,3.8044,3.492,2.4332,2.183,2.081,3.7593,4.01,4.01,4.1563,5.0317,1.6512,4.215,3.4075,3.6623,3.0145,3.1637,3.5863,3.8935,2.6984,2.0946,2.0218,3.2049,3.2251,2.6624,2.9413,1.5612,1.8683,3.8925,4.7334,3.3003,2.5756,2.7007,2.7508,4.3499,3.5337,3.2692,4.6543,3.9617,2.9507,3.0305,3.5237,4.427,3.603,3.8847,2.1411,2.3704,3.402,3.2511,2.8219,2.6348,2.6232,2.5561,3.5994,2.4675,3.8964,2.7636,5.037,4.439,3.906,3.2389,5.0704,4.1433,3.091,3.2526,4.5608,2.9655,3.906,1.6374,2.5413,5.2679,2.7742,3.3278,2.2019,3.9774,2.1378,3.5047,4.0073,2.1013,3.2572,4.1302,4.2227,3.6277,3.6195,2.2753,3.0411,3.3003,2.8661,3.0568,3.2251,3.3759,3.644,2.9581,2.6918,2.8178,3.1653,3.0791,2.4934,3.4451,2.2391,2.2482,2.9432,2.0707,1.3679,3.7215,1.3511,2.8361,3.7815,1.0573
ADCYAP1,-9.9658,-2.1779,-3.816,-3.6259,-1.0262,-1.0559,-0.7108,-4.2934,-9.9658,-1.5951,-3.3076,-5.0116,-5.0116,-1.9942,-1.2142,-3.1714,-1.5105,-6.5064,-5.0116,-5.0116,-2.9324,-2.3884,-0.2328,-0.5543,-4.035,-4.6082,3.0002,-3.816,-9.9658,-2.5479,-5.5735,-4.035,-6.5064,-0.4921,-3.816,-3.3076,-1.7809,-3.6259,-3.1714,-1.1811,-3.6259,-0.1504,-1.3183,-4.6082,-4.2934,-1.5105,2.0395,-3.816,-2.7274,-0.3201,-4.6082,-4.6082,-3.6259,4.5261,-6.5064,-4.035,-3.816,-4.035,-4.2934,-1.9379,-5.0116,-3.816,-1.8314,-0.3566,-2.5479,-0.0574,1.2756,-2.8262,-1.4305,-5.5735,-6.5064,-6.5064,-2.7274,-2.5479,-1.5951,-3.816,-2.8262,0.605,-6.5064,-2.0529,-0.0877,2.8838,-1.9379,-2.3147,-5.0116,-2.7274,-4.035,0.4552,-9.9658,-5.5735,3.8013,-5.5735,-4.2934,2.3193,-0.013,0.2154,-2.5479,-1.4699,-1.0262,-0.6193,-2.2447,-3.458,-5.5735,-3.458,-5.0116,-2.2447,-2.3147,-2.1779,-4.2934,-2.2447,-6.5064,-1.5522,-3.816,-4.035,-5.0116,-5.0116,-9.9658,-2.114,-4.035,-9.9658,-4.2934,-3.6259,-9.9658
