gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
ACSBG2,-5.0116,-1.685,-3.816,-4.2934,-5.5735,-9.9658,-5.0116,-4.6082,-2.7274,-5.0116,-5.5735,-5.0116,-9.9658,-9.9658,-4.035,-2.9324,-5.0116,-9.9658,-5.0116,-6.5064,-4.6082,-5.0116,-6.5064,-6.5064,-3.816,-9.9658,-3.3076,-3.1714,-9.9658,-5.0116,-6.5064,-6.5064,-3.6259,-9.9658,-3.458,-9.9658,-5.0116,-4.035,-6.5064,-5.0116,-9.9658,-4.6082,-2.8262,-3.0469,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-4.6082,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-3.3076,-6.5064,-4.2934,-4.2934,-6.5064,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-4.6082,-3.6259,-9.9658,-9.9658,-3.6259,-4.6082,-3.1714,-9.9658,-4.2934,-3.816,-9.9658,-9.9658,-6.5064,-9.9658,-2.5479,-3.1714,-2.9324,-9.9658,-6.5064,-3.6259,-9.9658,-6.5064,-4.035,-9.9658,-9.9658,-5.5735,-2.9324,-4.2934,-4.6082,-9.9658,-3.816,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-4.035,-5.5735,-5.0116,-3.3076,-5.5735,-9.9658,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-5.0116,-4.035,-6.5064,-9.9658,-5.0116,-6.5064,-5.5735,-9.9658,-4.035,-6.5064,-4.6082,-5.0116,-9.9658,-4.035,-6.5064,-6.5064,-9.9658,-3.458,-4.6082,-3.458,-3.3076,-5.0116,-4.6082,-5.0116,-5.0116,-3.6259,-5.0116,-6.5064,-4.2934,-5.5735,-9.9658,-4.6082,-9.9658,-9.9658,-4.6082,-9.9658,-5.5735,-5.5735,-3.458,-4.6082,-4.2934,-9.9658,-5.0116,-4.6082,-2.4659,-2.6349,-9.9658,-4.2934,-3.458,-4.2934,-5.0116,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-3.458,-3.1714,-9.9658,-5.5735,-9.9658,-4.035,-4.035,-9.9658,-3.816,-9.9658,-3.0469,-4.6082
ACSL1,3.9965,4.4337,3.5779,5.6719,4.7496,3.325,3.5073,5.1788,4.5305,4.0366,3.4048,3.6771,2.6441,3.5875,4.4142,3.7561,4.6265,5.5988,5.3789,3.8391,4.1359,4.5796,3.8431,5.2072,5.2773,4.3744,5.9425,4.9317,5.7415,4.9016,2.8402,4.7666,5.1664,6.2124,5.0713,3.6136,3.8759,4.7165,4.8197,5.2388,5.7832,4.0653,5.4296,4.2766,4.6508,5.0108,5.0867,4.4283,4.975,5.064,5.5871,4.01,4.9199,4.6759,5.7052,5.1227,5.939,5.6168,3.9118,5.1635,4.3413,4.0807,4.8871,5.23,4.085,4.435,5.2075,5.8977,5.3806,5.1708,4.4977,4.0679,4.6905,5.09,5.3951,5.44,5.1404,3.8289,4.6271,4.1294,5.1219,4.7825,4.4823,5.3824,4.0748,3.5959,3.945,4.8861,3.0585,4.7192,3.7094,4.14,4.4575,5.9444,3.8471,2.8502,3.9185,5.1482,4.845,5.433,3.9412,5.0153,5.2103,5.496,4.2781,4.7285,4.6525,3.8064,4.8635,5.4138,6.1185,4.1458,4.926,5.7544,5.3338,3.5523,5.764,4.9108,4.9093,4.8973,5.1899,5.36,4.2699,4.652,4.1836,4.0216,4.9723,5.4132,1.5998,5.2126,5.2582,4.6347,4.8861,5.6465,5.2769,3.7149,4.9031,5.4423,4.9165,5.7096,5.0063,4.0136,4.235,4.6422,4.4634,2.1574,4.2227,4.741,3.7335,4.3889,4.9117,5.7814,5.7926,4.4996,4.0541,5.3558,4.5015,4.7263,5.857,3.7603,6.4492,5.4999,4.3869,4.6815,5.5333,5.838,3.5047,5.1157,3.9346,5.0833,3.1426,4.245,3.4648,4.6815,4.4621,5.2114,4.1875,5.4764,4.8253,5.4353,3.5742,3.5791,4.8074,5.0291,6.1563,4.0841,4.4647,4.7437
ACSL3,4.6271,5.393,4.8773,4.6849,5.3657,4.435,4.4932,5.4941,4.5994,4.8355,4.4621,4.1539,4.3342,5.4634,5.2211,5.4591,5.5183,5.1371,4.7651,5.2976,5.8035,5.2273,4.6916,5.2064,4.5398,5.6065,4.5311,4.6358,4.4404,5.318,5.0357,4.0593,4.439,5.9542,5.7277,5.3417,4.916,5.0879,5.1914,4.6323,4.5657,5.3331,5.3144,3.8551,4.5336,4.3306,4.1867,4.836,4.6118,4.6282,4.7388,5.0361,4.5398,3.716,4.8758,5.1127,6.276,4.1692,5.0184,5.2354,4.981,4.4364,5.1672,4.8289,5.3509,5.5404,4.5754,5.138,4.7501,3.9204,5.2721,5.1966,4.8719,5.0229,5.7549,4.8053,5.2698,4.89,4.7421,4.3421,4.5571,3.7006,5.3176,3.637,4.8294,4.6347,4.958,4.845,4.9397,4.7077,3.4661,5.405,5.2991,5.1668,5.3281,5.9251,3.7432,5.8038,4.3442,4.7814,4.7421,4.8375,5.1301,5.4699,5.1587,4.5657,4.4437,5.3844,4.085,3.9137,6.6375,5.0828,3.7815,5.5056,4.9246,5.3593,4.812,6.0499,4.9547,4.8365,5.9132,4.7442,5.3699,4.506,5.0018,4.8028,4.4108,5.1875,5.6127,4.9031,5.2208,4.5274,5.5726,5.1607,4.7016,5.2238,4.3604,5.2525,5.1903,4.2593,4.8074,4.4693,4.9184,5.3009,5.3579,4.9824,4.5342,5.2369,4.9175,5.5659,4.1433,5.2457,4.5596,4.8881,5.1887,4.3111,4.1883,4.9704,5.6708,4.8445,4.8802,4.366,4.6531,5.4758,4.8881,5.295,5.7544,5.1736,4.891,4.9246,4.7893,4.6645,5.1441,5.1647,4.6508,4.5503,4.6201,5.022,5.0773,5.4793,5.3345,5.6829,5.9189,5.3523,4.8151,5.4845,5.8074,5.5012
ACSL4,4.8028,3.4843,4.4047,4.6537,3.2435,3.5349,4.2297,3.9599,4.2095,3.6136,2.3019,3.9242,2.4727,4.5516,3.7846,4.597,4.5516,4.0189,4.0884,4.3548,3.2781,4.0366,4.7388,4.034,4.5392,4.0392,4.5868,2.4008,4.4142,4.7181,4.8115,4.3278,4.2518,4.9663,2.971,1.4911,4.2691,4.3576,3.7773,4.5173,3.417,1.7489,4.2906,3.8541,3.3119,3.2915,3.9792,5.3775,3.6703,3.492,3.8501,3.1409,3.652,4.1384,3.5935,4.3562,3.772,2.9319,3.1829,4.1194,2.6533,3.7443,3.3979,4.1111,4.6657,4.2914,3.7877,4.1219,4.1915,2.8402,3.7919,4.6651,1.6785,5.3789,1.8996,3.4726,4.613,3.7741,4.844,2.6828,4.4324,3.7773,3.4437,2.826,2.2391,1.8363,3.0376,4.3827,3.7752,4.7714,1.6045,3.3993,3.6635,4.2235,4.5286,3.9204,2.6325,4.0799,4.3876,4.5796,2.5948,4.0748,2.1957,4.511,4.5217,3.8095,4.0295,4.4404,3.9242,2.3337,3.5287,3.7204,2.4252,3.4791,2.5036,3.1162,2.3251,3.9213,5.1318,3.652,4.5361,2.7073,3.6612,4.4523,3.834,3.1653,4.4797,3.186,4.5534,3.8421,4.0679,3.3379,4.5192,3.2647,3.795,3.6405,2.8602,4.6124,4.7903,3.186,3.453,4.447,4.306,4.4647,3.7752,3.991,4.2465,4.6966,4.235,5.0197,4.2825,3.1955,2.609,2.8402,3.7028,2.9356,2.7249,3.2002,3.3661,5.2223,3.8147,4.0171,4.5994,3.0995,3.1813,3.1955,3.6277,1.9415,3.9543,3.4958,3.1892,4.4476,3.4778,3.864,4.7581,4.6657,3.8075,3.9337,4.7143,4.391,3.4075,4.8405,4.836,3.6827,5.5148,4.2358,3.6635,1.9895
ACSL5,1.6374,1.6695,2.7889,1.7141,4.4457,2.7993,3.1507,4.3148,3.9147,1.9527,0.7146,3.4997,0.3573,3.4384,3.0723,1.7995,0.9419,0.9568,2.4306,1.5563,1.7954,3.1062,3.741,3.7898,1.2875,4.0055,3.3407,1.1447,1.125,1.4808,2.7889,3.4661,3.5547,3.4048,3.9938,-0.1504,1.5266,2.2482,4.2631,3.9682,3.4517,2.4857,2.0254,3.3745,5.153,2.7847,3.9478,3.9709,2.6579,1.2023,1.1117,1.3679,2.6533,-0.6643,3.3177,2.3423,0.6332,3.9478,4.6725,2.2421,1.8242,1.7053,3.3897,4.0091,3.453,3.5694,4.2721,0.0014,4.5205,3.0199,2.8819,2.362,1.0079,2.77,0.547,1.8444,1.2815,4.4384,3.9847,0.6145,2.0604,3.0145,4.9194,2.3135,1.3791,-1.6394,2.5996,3.2018,4.1708,3.0774,0.9191,0.7748,1.5709,2.2603,0.8883,2.9802,2.7073,3.4622,1.3791,2.694,0.044,3.5827,3.0498,4.3213,3.9543,1.0983,2.6138,3.3745,3.9654,-1.9379,0.7916,1.0915,-0.8599,2.609,-0.2498,1.2756,3.6657,-0.1345,3.2096,2.676,3.2752,-0.013,3.0305,2.0946,2.8422,2.3164,2.7051,4.0627,4.2009,2.3592,2.2753,0.4761,3.5299,0.2029,3.9765,1.0642,-1.0262,4.1425,3.1749,3.4034,3.5073,2.004,2.2144,2.5804,2.2051,3.7593,1.2636,3.1507,2.6208,1.2934,1.0779,2.2603,0.4447,3.867,3.8249,1.0151,3.9487,2.5707,3.2405,0.7233,2.3077,1.3735,1.5165,0.2277,1.2271,4.7203,1.0503,0.3346,3.4384,2.6715,3.5959,3.0671,-0.1665,2.296,3.5815,3.7072,1.7316,2.1925,4.3499,3.8002,2.5188,1.2333,4.182,3.7794,2.7868,4.0969,3.6827,0.058
ACSL6,-6.03995,-2.5487,-8.2361,-6.21585,-6.5064,-6.25685,-4.5997,-6.396,-5.3746,-7.4887,-4.029249999999999,-6.25685,-6.25685,-7.4887,-4.5997,-7.287,-7.4887,-8.2361,-3.1832,-5.4672,-7.1296,-6.506349999999999,-5.3871,-4.1042000000000005,-7.287,-3.8757,-3.8132,-2.0096000000000003,-7.287,-6.7119,-4.6663,-4.14365,-5.5415,-6.8909,-5.399900000000001,-7.0004,-7.76965,-3.84375,-6.396,-4.3102,-5.95185,-5.5573,-7.1296,-6.4491,-6.039899999999999,-6.506349999999999,-3.25705,-6.8909,-2.21715,-9.9658,-5.98,-7.287,-5.5573,-7.4887,-7.4887,-5.759,-4.52715,-7.1296,-7.1296,-8.2361,-7.1296,-3.2299,-6.03995,-6.21585,-7.76965,-7.287,-7.1296,-7.0004,-6.177099999999999,-7.1296,-7.287,-4.410550000000001,-6.03995,-6.636699999999999,-5.9247,-7.1296,-7.76965,-7.287,-6.506349999999999,-8.2361,-6.79585,-9.9658,-6.636699999999999,-7.76965,-9.9658,-6.79585,-5.8986,-4.6169,-8.2361,-6.4491,-8.2361,-9.9658,-9.9658,-4.05075,-8.2361,-7.4887,-9.9658,-9.9658,-6.7119,-6.14025,-4.9402,-6.3466,-5.3746,-6.8909,-4.3755500000000005,-7.4887,-5.2707,-7.1296,-5.67895,-7.4887,-5.98,-6.03995,-8.2361,-7.287,-6.03995,-5.5735,-6.25685,-9.9658,-6.03995,-9.9658,-5.98,-5.496,-7.287,-7.4887,-7.4887,-9.9658,-3.3076,-7.287,-6.5686,-5.06615,-7.1296,-5.8986,-6.4491,-3.22605,-3.66315,-8.2361,-9.9658,-6.07185,-5.06615,-5.9247,-6.10525,-9.9658,-6.79585,-6.8909,-5.8026,-6.3466,-7.287,-6.5064,-5.48145,-7.4887,-6.506349999999999,-5.759,-5.4672,-2.92815,-5.0116,-8.2361,-6.79585,-6.79585,-7.4887,-8.2361,-5.526,-5.2707,-3.7,-4.3102,-5.8026,-6.79585,-8.2361,-7.76965,-9.9658,-6.14025,-6.5064,-5.29255,-7.1296,-6.636699999999999,-9.9658,-5.660299999999999,-7.1296,-5.759,-5.8026,-7.287,-7.287,-6.03995,-5.8026,-6.10525,-6.396,-6.039899999999999,-8.2361,-4.11705
ACTA2,7.8685,7.7174,6.1361,5.9766,5.714,5.6291,5.442,4.4013,6.1104,4.1053,4.9482,7.7739,5.6323,5.3681,5.9279,5.9093,5.0144,6.8824,7.7965,5.852,5.0807,6.6493,5.4816,6.9598,7.4015,4.588,7.8762,5.2335,6.6931,7.1121,5.9711,7.1379,6.1071,6.9714,5.3327,4.8699,6.9311,7.2974,6.1524,6.5226,5.8558,5.3327,5.5847,4.7016,4.2586,8.2967,6.4285,7.0298,8.5214,5.5392,5.1355,7.5592,5.2289,7.6683,5.7214,7.975,5.3431,6.1701,4.4536,5.9987,1.8404,5.0277,5.3862,5.31,6.5311,6.5992,5.9167,5.9665,7.4317,5.6688,4.2327,7.4862,3.8847,9.2771,5.096,5.3107,4.6838,4.7714,6.0455,4.84,7.4929,6.1504,3.8401,5.8238,6.4606,3.417,7.3639,7.5774,5.5286,6.3418,4.4977,6.2784,4.701,8.1024,3.8481,4.4771,5.204,4.3688,6.6314,8.9681,6.7052,4.5934,6.8255,4.857,6.2972,5.7038,7.5572,6.5262,6.6213,5.5292,5.9045,6.0796,4.836,4.5663,4.4033,6.11,2.9729,5.861,5.748,5.4283,5.9533,5.8294,4.232,6.4679,6.9542,5.1974,6.9173,4.5559,5.3523,5.978,6.4888,9.4266,5.8941,7.7306,7.0656,3.8739,4.6821,6.7798,7.0089,5.9554,3.9393,7.1406,5.879,7.0288,7.1553,4.677,7.1638,4.4243,7.5676,3.773,7.182,6.4558,7.278,4.6849,6.8632,5.8701,7.344,6.7243,7.6096,7.567,4.9421,7.9137,6.1667,5.2991,8.1329,4.4621,6.9611,4.6882,5.3274,7.8381,4.3155,7.7439,5.3841,6.5655,5.6053,6.6812,4.2126,6.6205,6.9246,4.7501,5.243,5.0317,7.5046,3.9487,6.0871,5.3205,5.6577,5.4767
ACTB,11.9646,10.8134,12.3576,11.7294,11.906,11.2086,11.7053,11.8436,11.272,11.4408,12.1882,11.4596,11.9186,12.0777,11.8332,11.8226,11.5953,11.7503,11.6878,11.8679,11.7824,11.9309,11.5586,11.6505,11.5122,11.6374,11.7115,11.5178,11.7219,11.5166,11.8978,11.5744,11.1697,11.6854,11.3357,12.0946,11.6548,11.6213,12.3537,11.92,10.9431,11.5927,10.9843,11.941,12.069,11.8946,11.5744,11.7484,11.6606,11.779,11.4662,12.2871,10.8612,11.529,10.8629,11.6229,10.7774,11.3115,12.1855,11.523,11.5209,11.3861,11.8623,11.4317,12.0266,11.4652,11.7886,10.6467,12.1129,11.3964,11.3541,11.993,11.3806,11.7275,10.9219,11.69,11.4816,12.2541,11.0993,11.3334,11.4358,11.5466,11.1223,11.4316,11.4885,12.0857,11.3666,11.33,12.4727,11.4032,12.5725,11.8144,11.9606,11.4678,12.0059,12.3877,13.3155,10.9764,11.9423,11.8279,11.3271,12.0794,12.1074,12.1602,11.3672,11.6513,11.5598,12.2554,11.7153,12.6163,11.175,12.0739,11.3602,11.6684,11.8462,11.6018,11.2015,11.7531,11.7442,11.6101,12.159,11.3183,11.9232,12.5323,12.2161,12.0525,12.0354,11.7787,11.746,11.8115,12.0851,11.8714,11.6988,11.5793,12.1274,12.0502,11.5424,11.4757,12.1723,11.628,10.8876,12.2151,11.7964,12.1019,11.4915,11.6322,11.964,10.9931,11.2015,12.0702,10.9627,11.0539,11.6962,11.7043,11.7686,11.6296,11.5587,11.3918,12.0126,11.4701,11.0134,11.4505,11.6558,12.1409,11.5151,11.973,11.686,11.946,11.791,12.002,11.0922,11.696,12.0141,12.174,12.4044,12.0034,11.8494,11.8899,12.0055,11.7757,11.8423,11.5535,11.0553,11.4192,11.6696,11.1738,12.1426,11.6597
ACTG1,10.6428,10.9068,11.5945,11.606,11.3714,11.6085,11.5443,11.7613,10.7963,11.8548,10.5719,10.2188,11.5232,11.7679,11.9493,11.3886,11.1181,11.532,11.5191,11.9792,11.584,12.0224,11.5659,10.6808,11.2029,11.4626,10.8601,12.123,11.5989,11.8998,11.9392,11.0577,11.1334,11.1468,11.5222,11.01,11.5616,10.6368,11.663,11.2908,10.8337,11.2028,11.3631,11.1387,11.4299,11.4004,10.9989,11.8139,11.591,12.03,12.1075,12.2056,11.5549,11.4618,11.0929,11.8986,11.8137,11.6733,11.3211,11.7308,11.8767,11.5947,12.3542,11.0495,10.9119,11.3785,11.4769,11.4846,11.5777,11.2904,11.0811,11.1217,11.2582,10.7871,11.5421,10.9645,10.9474,11.0433,11.4899,11.393,11.6173,11.1917,11.1493,11.877,10.9603,11.6105,10.9985,10.6605,11.5498,11.8648,11.2022,11.9706,12.4488,11.265,11.9179,11.9435,11.2536,11.1795,11.4763,11.1681,11.7009,11.5869,11.5401,11.3788,11.3278,11.4871,11.3572,11.1305,11.3241,11.4669,10.1727,12.1344,11.3037,11.6095,11.1835,10.5539,11.302,10.8108,11.7733,11.5429,12.2211,11.2789,11.6824,11.5,11.1944,11.3721,11.713,11.6392,11.3702,11.7252,11.3105,11.1374,11.8317,11.1984,9.9758,11.2919,11.1043,10.9347,11.9379,11.3313,11.4951,10.9434,11.6812,11.5122,10.884,12.099,11.459,12.4876,10.677,11.3623,12.0166,10.7474,11.6275,11.4375,11.5541,11.4017,10.9475,11.4029,10.7141,11.0726,11.4115,11.7057,11.5417,11.4404,10.8247,12.0407,11.6149,12.7439,12.1092,11.4916,11.3043,11.6221,10.8356,12.0934,11.6794,11.7638,11.685,11.5212,11.2029,10.9953,12.4955,11.4047,11.173,11.0704,10.8304,10.7826,10.966,11.3438
ACVR1,4.0985,4.3119,3.8521,4.0366,3.3717,3.4237,3.8147,3.421,3.2096,3.7453,4.3604,3.5299,3.6669,3.7518,3.9992,4.3082,4.2639,3.8857,4.7485,3.7105,3.325,4.2048,3.8983,4.4529,4.3206,4.0558,4.5104,4.5079,4.5374,4.4673,4.4654,4.0515,4.673,3.8876,4.6776,3.2572,4.3848,3.9118,3.652,4.2472,4.2751,3.2251,4.3385,4.5236,3.8228,4.9778,3.9617,3.5073,4.7148,4.1019,4.4932,4.6242,3.2677,5.3445,3.4817,4.9561,4.652,4.4713,3.2662,4.9108,4.3786,3.5161,4.1644,3.87,4.1119,4.2571,4.2676,4.4784,3.6148,4.1027,3.4075,4.9919,4.1668,4.2736,4.867,4.0952,4.1844,4.1261,4.0055,4.4719,4.97,4.0462,3.5935,5.3442,4.8395,3.1765,3.3925,4.8197,2.8321,4.2412,2.496,5.0811,2.9243,5.0867,4.3499,3.5387,1.3901,3.8461,5.1206,4.892,4.673,4.4938,4.0171,3.4384,3.8541,4.81,4.3986,3.4277,4.162,3.3492,3.5086,5.1027,5.0144,3.5047,3.3379,4.1788,2.4883,4.0198,4.1836,4.251,4.3709,4.4169,3.3192,4.4443,4.3256,4.6065,4.6742,3.7656,3.7496,3.8857,3.9031,5.197,4.3723,4.8079,3.958,3.1245,2.8199,3.6872,4.3513,4.3876,3.9002,4.3965,4.3834,4.1547,5.1268,4.0645,4.284,3.7877,4.8284,3.8064,5.0575,4.4189,4.1986,5.1827,4.01,3.3897,4.4183,4.366,4.2389,4.8207,3.8521,4.3965,4.4483,3.836,4.1563,3.4477,5.7312,3.7699,3.9421,4.0348,3.2034,5.124,5.0934,4.5454,3.3235,3.8541,3.8601,4.5311,4.2847,3.2781,3.9617,3.794,4.4277,4.1466,3.907,3.162,3.7762,3.3535
ACVR1B,1.2394,5.0299,3.8147,3.9185,3.1876,4.2001,3.3938,3.492,4.4067,3.5473,2.826,3.573,2.6325,2.7931,3.4116,3.8621,4.0251,2.5011,3.6861,4.0313,3.6184,1.8564,3.0376,3.5935,3.7909,3.9175,3.6497,4.5886,4.2728,3.3321,3.0145,3.0199,4.6212,4.208,4.1425,2.8974,3.3911,3.8177,3.0305,3.7302,3.5875,3.7825,3.7378,3.6771,3.7635,3.6928,2.7422,3.6428,3.1507,3.5875,3.5645,4.3177,3.4778,2.9205,4.3227,3.4424,3.6657,4.835,4.085,3.9774,3.3105,4.1571,3.6872,3.0127,3.074,3.4304,2.6533,3.7646,3.2856,3.0323,3.5657,3.6148,3.9719,3.1195,3.0978,2.578,3.2466,3.2944,3.5863,2.8974,3.9783,3.5411,3.7193,4.1788,3.492,3.3717,3.6555,3.832,3.3047,3.6006,3.9166,3.1669,2.9729,3.6748,3.1637,2.7508,2.1411,4.1946,3.4291,3.5387,2.8701,3.7909,3.29,3.154,3.1245,3.7291,3.8571,2.6441,3.3177,3.2313,4.1294,3.47,3.7171,2.9674,3.1028,3.6474,2.7615,3.3003,4.067,2.6579,4.2396,3.1572,3.4384,3.1523,3.3464,3.5187,3.3407,3.1145,3.74,3.3535,3.4411,3.5374,4.0198,3.4197,3.1572,3.2511,2.8096,3.6827,3.4868,2.7993,3.8259,3.4674,3.5535,3.483,3.6894,3.3731,2.9167,3.8259,2.9186,3.4464,4.1261,3.7507,3.9617,3.3675,3.1377,3.3206,3.66,3.4504,3.6382,3.1311,3.38,3.8729,3.4264,3.1294,3.831,3.7367,3.0706,4.5626,3.0252,3.4007,3.3003,3.4129,3.7507,3.4543,2.909,3.0842,3.2617,2.59,3.0127,3.7182,2.93,3.5875,3.6872,4.1708,4.3534,4.4855,3.705,3.3689
